"id","site","gender","age_months_t1","age_group_t1","age_months_t2","age_group_t2","cpa_1_t1","cpa_2_t1","cpa_3_rs_t1","cpa_4_t1","cpa_5_rs_t1","cpa_6_t1","cpa_7_t1","cpa_8_t1","cpa_9_t1","cpa_10_t1","cpa_11_rs_t1","cpa_12_t1","cpa_1_v2_t2","cpa_2_t2","cpa_3_rs_t2","cpa_4_t2","cpa_5_v2_t2","cpa_6_t2","cpa_7_t2","cpa_8_t2","cpa_9_t2","cpa_10_t2","cpa_11_rs_t2","cpa_12_t2","language"
"GE_pr1_126_6_b",2,0,80,"6",93,"7",2,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,4,3,2,3,3,3,3,2,"2"
"GE_pr1_127_3_g",2,1,46,"4",NA,NA,4,1,2,1,3,2,2,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_128_6_b",2,0,76,"6",90,"7",4,3,3,4,4,2,2,3,2,3,3,2,2,3,3,3,3,3,2,2,2,2,3,2,"2"
"GE_pr1_129_4_b",2,0,56,"5",70,"6",4,3,2,4,2,3,3,3,4,3,3,1,3,3,2,3,3,3,3,3,4,2,3,1,"2"
"GE_pr1_130_5_b",2,0,67,"6",NA,NA,1,1,3,1,4,1,4,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_131_6_b",2,0,73,"6",87,"7",3,NA,1,3,3,2,2,4,3,2,1,3,1,NA,NA,NA,3,2,3,3,3,NA,NA,2,"2"
"GE_pr1_132_5_b",2,0,67,"6",80,"7",3,3,2,2,4,3,NA,1,2,1,1,4,3,3,3,2,3,2,3,3,3,2,1,NA,"2"
"GE_pr1_133_5_g",2,1,64,"5",NA,NA,2,3,2,1,4,2,4,3,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_134_5_b",2,0,70,"6",83,"7",3,3,2,4,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,"2"
"GE_pr1_135_5_b",2,0,62,"5",74,"6",4,1,2,1,1,NA,1,1,1,1,1,1,2,3,1,3,2,1,1,3,3,NA,2,2,"2"
"GE_pr1_136_5_g",2,1,65,"5",78,"7",1,3,1,4,3,2,1,3,2,2,2,1,3,3,1,4,2,3,3,4,3,2,2,1,"2"
"GE_pr1_137_3_b",2,0,42,"4",55,"5",4,4,2,4,4,2,2,3,4,3,4,2,4,3,2,4,3,1,3,4,4,3,4,2,"2"
"GE_pr1_138_5_g",2,1,67,"6",NA,NA,4,4,1,4,1,2,3,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_139_6_g",2,1,75,"6",88,"7",3,3,1,4,3,1,2,3,3,3,4,3,2,4,3,4,3,2,4,4,4,3,4,2,"2"
"GE_pr1_140_4_b",2,0,56,"5",70,"6",4,NA,2,2,4,3,3,NA,4,NA,NA,NA,1,NA,2,NA,3,NA,4,NA,4,NA,4,NA,"2"
"GE_pr1_141_5_b",2,0,61,"5",75,"6",1,2,3,3,4,3,1,1,1,2,4,NA,2,1,2,2,2,1,2,4,4,2,4,1,"2"
"GE_pr1_142_3_g",2,1,42,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_143_5_g",2,1,70,"6",83,"7",4,1,4,4,4,1,2,3,2,1,2,2,4,4,3,4,4,3,2,2,3,3,2,1,"2"
"GE_pr1_144_4_g",2,1,51,"4",67,"6",2,NA,3,NA,4,1,1,NA,4,2,2,NA,2,NA,3,2,3,4,4,3,4,2,1,1,"2"
"GE_pr1_145_5_g",2,1,64,"5",78,"7",4,3,2,4,4,2,2,3,3,3,2,3,2,2,3,3,3,2,2,3,3,2,4,3,"2"
"GE_pr1_146_4_g",2,1,53,"4",66,"6",3,3,3,3,3,2,1,1,3,3,2,3,2,4,3,4,2,1,1,1,4,3,3,3,"2"
"GE_pr1_147_5_g",2,1,67,"6",80,"7",3,2,3,3,3,3,3,3,3,2,3,3,4,3,4,3,3,3,3,3,4,3,4,3,"2"
"GE_pr1_149_5_b",2,0,57,"5",70,"6",4,2,3,2,4,3,2,3,3,2,3,2,4,2,3,2,3,2,2,3,4,2,4,2,"2"
"GE_pr1_150_5_g",2,1,67,"6",80,"7",3,2,3,2,3,2,2,2,1,2,3,1,3,3,3,3,2,2,2,3,4,3,2,1,"2"
"GE_pr1_151_6_b",2,0,78,"6",91,"7",3,3,2,3,4,4,3,4,3,3,3,2,3,2,1,3,3,4,3,2,3,3,3,1,"2"
"GE_pr1_152_5_g",2,1,67,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_153_5_b",2,0,66,"6",NA,NA,2,NA,NA,NA,4,1,3,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_154_5_g",2,1,67,"6",80,"7",3,2,1,3,3,1,2,4,3,NA,3,3,2,3,3,3,3,3,2,3,3,3,NA,1,"2"
"GE_pr1_155_5_g",2,1,62,"5",74,"6",4,2,4,2,4,3,2,4,4,3,4,3,4,3,4,1,3,3,2,3,4,3,3,3,"2"
"GE_pr1_156_4_b",2,0,58,"5",70,"6",3,3,2,3,4,3,2,3,3,2,3,2,3,2,3,2,3,4,2,3,4,3,NA,2,"2"
"GE_pr1_157_4_b",2,0,57,"5",NA,NA,3,2,2,3,4,2,3,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_158_5_b",2,0,68,"6",82,"7",3,2,2,3,2,3,2,2,3,2,3,3,4,3,2,3,3,3,3,3,4,3,2,2,"2"
"GE_pr1_159_5_b",2,0,67,"6",NA,NA,2,NA,NA,2,1,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_160_6_b",2,0,47,"4",59,"5",3,3,1,4,4,NA,3,3,3,NA,3,3,2,1,2,NA,2,NA,2,1,4,NA,4,1,"2"
"GE_pr1_161_5_b",2,0,68,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_162_5_b",2,0,68,"6",82,"7",3,4,2,4,4,2,3,4,4,4,4,4,2,3,1,3,2,1,3,3,4,3,2,2,"2"
"GE_pr1_163_5_b",2,0,68,"6",81,"7",3,3,3,3,3,2,2,4,3,NA,3,3,3,4,2,3,3,3,3,3,4,3,3,3,"2"
"GE_pr1_164_5_g",2,1,68,"6",83,"7",4,2,3,2,3,2,2,3,3,3,3,1,4,2,4,3,4,2,4,2,4,3,4,2,"2"
"GE_pr1_165_6_b",2,0,83,"6",97,"7",3,3,4,3,4,3,3,4,4,3,3,2,2,3,3,3,2,1,1,2,3,2,3,2,"2"
"GE_pr1_166_5_g",2,1,68,"6",82,"7",4,3,1,4,4,3,4,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,4,2,"2"
"GE_pr1_167_4_g",2,1,50,"4",63,"5",4,2,2,3,4,4,3,2,3,3,2,1,3,3,3,3,3,3,3,2,3,3,3,2,"2"
"GE_pr1_168_4_b",2,0,49,"4",NA,NA,4,2,1,NA,2,4,NA,2,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_169_5_g",2,1,65,"5",78,"7",3,1,2,1,2,3,2,1,2,1,1,1,3,2,2,1,3,2,3,4,3,1,3,1,"2"
"GE_pr1_170_3_b",2,0,42,"4",54,"5",4,3,3,3,1,1,1,3,1,2,1,1,4,4,2,3,1,3,1,4,2,2,1,3,"2"
"GE_pr1_171_6_b",2,0,75,"6",88,"7",NA,2,3,3,4,1,3,2,3,3,4,2,3,3,3,3,3,2,3,2,3,3,3,2,"2"
"GE_pr1_172_5_g",2,1,69,"6",83,"7",3,3,3,4,3,2,3,3,4,3,4,3,2,3,1,4,2,2,1,1,3,3,3,3,"2"
"GE_pr1_173_3_b",2,0,45,"4",57,"5",2,1,3,2,2,2,3,1,2,2,2,1,3,2,2,2,2,2,2,1,NA,2,3,1,"2"
"GE_pr1_174_3_b",2,0,42,"4",54,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,2,1,1,3,1,1,1,"2"
"GE_pr1_175_3_b",2,0,47,"4",61,"5",3,2,2,3,3,3,1,3,3,1,2,1,3,3,3,4,3,2,1,3,4,4,3,2,"2"
"GE_pr1_176_6_b",2,0,82,"6",95,"7",4,2,3,3,4,2,2,2,4,3,3,1,3,2,4,3,3,3,3,2,4,3,3,2,"2"
"GE_pr1_177_4_b",2,0,49,"4",61,"5",4,3,3,4,4,3,3,2,4,NA,3,NA,3,3,4,4,3,2,3,3,4,NA,3,3,"2"
"GE_pr1_178_5_b",2,0,70,"6",NA,NA,4,3,3,3,4,4,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_179_4_b",2,0,51,"4",64,"5",4,2,1,2,3,2,3,1,3,1,3,NA,4,2,2,3,3,2,4,4,4,3,3,1,"2"
"GE_pr1_180_4_b",2,0,55,"5",68,"6",4,NA,3,NA,4,3,3,3,4,NA,1,NA,4,NA,2,2,2,4,2,3,3,3,NA,NA,"2"
"GE_pr1_181_3_g",2,1,46,"4",58,"5",4,1,1,4,4,1,2,2,4,2,2,4,3,1,4,4,2,1,3,4,4,1,2,1,"2"
"GE_pr1_182_6_b",2,0,76,"6",90,"7",3,3,1,4,4,1,2,4,4,2,3,3,3,2,1,4,4,1,2,2,4,2,1,1,"2"
"GE_pr1_183_5_g",2,1,61,"5",74,"6",2,2,2,1,4,1,3,3,3,2,2,1,3,2,2,3,3,2,1,4,2,2,3,1,"2"
"GE_pr1_184_5_b",2,0,67,"6",80,"7",NA,2,3,2,3,3,1,3,3,3,2,2,3,1,1,2,1,1,3,3,3,NA,NA,2,"2"
"GE_pr1_185_4_g",2,1,58,"5",70,"6",3,2,3,3,4,4,2,3,2,2,3,2,3,2,3,2,4,3,2,2,3,3,3,2,"2"
"GE_pr1_186_6_b",2,0,77,"6",89,"7",4,3,3,3,3,3,1,2,2,3,3,3,2,1,3,2,2,2,1,3,2,2,2,2,"2"
"GE_pr1_187_6_g",2,1,74,"6",NA,NA,4,4,1,4,4,3,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_188_5_g",2,1,68,"6",81,"7",4,2,NA,4,4,1,NA,2,2,2,4,2,3,2,4,4,4,3,2,3,4,3,4,2,"2"
"GE_pr1_189_5_g",2,1,60,"5",72,"6",4,4,1,4,1,2,4,4,4,4,1,4,NA,2,1,4,3,3,3,3,3,3,NA,3,"2"
"GE_pr1_190_5_b",2,0,68,"6",81,"7",4,2,3,3,2,1,1,1,1,4,3,1,2,2,4,NA,4,1,1,1,3,NA,4,NA,"2"
"GE_pr1_191_5_g",2,1,71,"6",NA,NA,3,3,3,3,4,4,2,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_192_6_b",2,0,73,"6",85,"7",3,2,2,3,4,2,3,4,4,2,3,2,3,2,1,2,4,3,3,4,4,2,3,1,"2"
"GE_pr1_193_6_b",2,0,79,"6",91,"7",4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,"2"
"GE_pr1_194_3_b",2,0,42,"4",55,"5",4,1,1,1,3,1,3,3,3,1,NA,1,1,2,3,1,3,1,2,1,3,2,3,1,"2"
"GE_pr1_195_5_b",2,0,67,"6",80,"7",4,3,4,4,4,3,3,4,3,3,4,3,3,3,3,3,4,3,3,4,4,3,4,3,"2"
"GE_pr1_196_4_b",2,0,49,"4",61,"5",4,4,NA,3,3,1,4,1,4,3,3,NA,2,3,3,4,2,3,3,1,4,3,3,1,"2"
"GE_pr1_197_3_b",2,0,47,"4",60,"5",3,4,2,3,4,1,4,3,3,3,2,2,3,3,3,4,4,3,4,4,4,4,4,3,"2"
"GE_pr1_198_3_g",2,1,44,"4",57,"5",3,3,3,4,2,1,2,3,2,3,2,2,2,3,2,4,3,2,2,3,3,3,3,3,"2"
"GE_pr1_199_6_g",2,1,75,"6",89,"7",2,2,2,2,4,2,2,4,2,NA,4,NA,2,1,4,1,4,3,3,2,4,NA,4,NA,"2"
"GE_pr1_200_5_g",2,1,67,"6",80,"7",3,2,1,4,3,3,2,3,2,NA,3,1,3,2,3,3,4,2,1,3,4,3,4,1,"2"
"GE_pr1_201_6_b",2,0,81,"6",NA,NA,4,1,3,NA,4,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_202_5_g",2,1,68,"6",81,"7",3,2,3,3,3,1,2,2,3,2,3,1,2,3,2,3,3,2,2,NA,3,2,3,2,"2"
"GE_pr1_203_5_g",2,1,61,"5",75,"6",2,2,3,3,4,3,4,3,4,2,2,3,3,2,1,4,2,4,4,4,4,2,2,4,"2"
"GE_pr1_204_5_b",2,0,71,"6",84,"7",1,1,4,2,3,1,1,3,3,NA,3,1,3,1,4,2,2,3,1,3,4,3,4,1,"2"
"GE_pr1_205_4_b",2,0,49,"4",NA,NA,3,2,3,3,4,3,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_206_5_b",2,1,68,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_207_5_g",2,1,62,"5",75,"6",4,3,2,4,4,2,4,4,4,4,2,2,3,3,3,4,4,4,3,4,4,4,1,4,"2"
"GE_pr1_208_3_b",2,0,42,"4",55,"5",3,2,3,3,4,2,2,2,4,2,2,2,2,2,2,3,3,2,2,2,2,2,3,1,"2"
"GE_pr1_209_5_g",2,1,68,"6",81,"7",3,2,2,2,3,3,2,NA,3,2,2,1,2,2,2,2,2,3,1,NA,2,2,2,1,"2"
"GE_pr1_210_5_b",2,0,67,"6",81,"7",4,4,4,4,4,4,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_211_6_b",2,0,80,"6",94,"7",4,4,2,4,4,2,2,3,3,3,4,3,2,3,3,3,3,2,2,4,3,3,3,3,"2"
"GE_pr1_212_5_g",2,1,69,"6",82,"7",3,3,1,2,4,3,3,2,2,2,2,NA,3,2,2,2,3,4,2,4,3,4,4,NA,"2"
"GE_pr1_213_4_b",2,0,55,"5",NA,NA,4,2,2,3,1,2,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_214_3_b",2,0,44,"4",57,"5",3,3,2,4,3,1,2,3,2,3,3,2,3,3,3,4,2,2,3,4,3,4,3,1,"2"
"GE_pr1_215_4_b",2,0,58,"5",NA,NA,1,1,1,1,2,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_216_4_b",2,0,57,"5",70,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,2,3,3,3,3,NA,NA,NA,"2"
"GE_pr1_217_3_b",2,0,42,"4",55,"5",3,1,4,2,1,3,1,3,3,3,4,2,2,2,4,3,3,3,4,1,4,4,3,2,"2"
"GE_pr1_218_6_b",2,0,80,"6",NA,NA,4,3,4,4,4,4,2,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_219_3_b",2,0,42,"4",56,"5",2,3,3,4,3,3,1,3,3,3,3,3,2,3,3,3,2,2,1,3,3,2,3,1,"2"
"GE_pr1_220_6_b",2,0,75,"6",88,"7",3,2,2,2,3,3,2,3,3,3,2,NA,2,2,3,2,2,2,2,3,1,3,2,1,"2"
"GE_pr1_221_4_b",2,0,52,"4",NA,NA,3,2,4,3,4,4,2,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"GE_pr1_222_5_g",2,1,69,"6",81,"7",1,1,3,2,2,2,3,4,3,3,3,1,2,1,3,3,2,2,3,1,3,2,3,1,"2"
"GE_pr1_223_4_g",2,1,55,"5",67,"6",3,3,3,3,4,3,2,3,4,2,3,3,2,3,3,4,3,2,2,3,2,2,3,2,"2"
"GE_pr1_224_5_b",2,0,60,"5",72,"6",4,2,3,3,4,3,2,3,3,3,3,1,3,NA,3,3,4,3,2,4,3,3,3,1,"2"
"GE_pr1_225_4_b",2,0,49,"4",61,"5",3,NA,2,NA,2,2,3,2,3,3,2,NA,3,2,3,3,3,2,2,4,2,4,3,2,"2"
"GE_pr1_226_4_g",2,1,42,"4",54,"5",3,3,3,3,3,2,1,2,3,NA,2,3,3,3,3,4,4,3,3,3,4,NA,4,3,"2"
"UK_pr1_01_3_b",3,0,42,"4",NA,NA,2,2,NA,2,2,4,2,2,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_02_5_g",3,1,67,"6",80,"7",3,NA,3,2,3,3,1,3,4,NA,3,NA,3,NA,NA,2,2,3,1,2,3,NA,3,NA,"1"
"UK_pr1_03_4_b",3,0,52,"4",65,"5",3,2,2,3,4,2,2,2,3,NA,2,2,2,1,1,2,3,2,2,3,3,NA,4,1,"1"
"UK_pr1_04_4_g",3,1,52,"4",66,"6",4,1,3,2,4,4,3,3,4,2,4,1,4,2,3,3,4,4,3,4,4,3,4,2,"1"
"UK_PR1_05_5_g",3,1,52,"4",64,"5",2,2,NA,2,4,1,1,4,2,3,2,1,NA,2,NA,2,1,2,1,4,4,3,NA,2,"1"
"UK_pr1_06_5_g",3,1,62,"5",NA,NA,4,3,4,4,4,4,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_07_5_b",3,0,60,"5",74,"6",4,3,3,4,2,4,1,4,2,NA,NA,2,4,4,2,4,2,4,2,3,3,NA,NA,3,"1"
"UK_pr1_08_5_g",3,1,71,"6",83,"7",4,2,4,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,1,3,2,2,3,2,"1"
"UK_pr1_09_4_b",3,0,59,"5",73,"6",1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,1,2,1,"1"
"UK_pr1_10_3_b",3,0,43,"4",56,"5",3,NA,3,3,4,2,3,4,3,2,2,1,2,2,2,2,2,1,2,3,2,1,3,2,"1"
"UK_pr1_11_3_b",3,0,43,"4",NA,NA,4,3,NA,3,4,2,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_12_6_g",3,1,80,"6",93,"7",4,3,2,3,3,1,1,4,2,NA,3,1,2,4,2,4,2,1,1,3,2,3,2,3,"1"
"UK_pr1_13_4_g",3,1,51,"4",65,"5",3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,"1"
"UK_pr1_14_3_b",3,0,47,"4",59,"5",3,1,3,1,2,1,2,1,2,2,1,1,4,3,2,3,3,3,2,2,3,NA,4,NA,"1"
"UK_pr1_15_5_b",3,0,62,"5",81,"7",4,1,1,4,4,1,3,4,1,4,2,2,3,3,4,4,4,3,2,4,4,4,4,2,"1"
"UK_pr1_16_3_g",3,1,47,"4",61,"5",3,4,3,4,3,2,2,4,3,NA,4,NA,4,2,3,3,2,3,2,4,3,3,4,NA,"1"
"UK_pr1_17_4_b",3,0,58,"5",NA,NA,3,NA,3,2,2,2,2,4,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_18_4_g",3,1,50,"4",NA,NA,3,2,3,2,2,2,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_19_5_g",3,1,62,"5",76,"6",4,4,4,4,4,3,4,3,4,4,4,3,4,4,2,4,4,2,4,4,4,4,4,4,"1"
"UK_pr1_20_5_g",3,1,61,"5",74,"6",3,2,3,2,4,4,2,2,3,3,3,2,3,2,4,3,3,4,2,2,3,3,3,3,"1"
"UK_pr1_21_5_b",3,0,68,"6",80,"7",4,NA,2,2,4,1,1,3,3,NA,2,NA,2,NA,3,1,3,2,1,3,3,NA,NA,NA,"1"
"UK_pr1_22_4_g",3,1,53,"4",66,"6",4,2,3,3,3,3,3,2,3,1,3,NA,2,3,3,3,3,2,3,3,4,2,4,1,"1"
"UK_pr1_23_4_g",3,1,48,"4",63,"5",4,2,4,3,2,3,2,4,3,3,2,2,4,2,4,3,2,2,2,3,3,NA,2,NA,"1"
"UK_pr1_24_3_b",3,0,43,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_25_4_g",3,1,56,"5",70,"6",4,3,NA,3,2,NA,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_26_5_g",3,1,66,"6",78,"7",2,2,1,2,2,3,2,4,3,NA,NA,1,1,1,1,1,2,2,2,3,3,NA,NA,NA,"1"
"UK_pr1_27_3_g",3,1,42,"4",55,"5",NA,3,NA,2,3,2,3,NA,NA,2,2,NA,3,3,2,3,2,3,1,3,2,3,2,NA,"1"
"UK_pr1_28_3_b",3,0,43,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_29_4_g",3,1,55,"5",69,"6",3,2,2,3,3,2,1,3,3,3,3,2,2,3,3,4,3,3,3,4,4,3,3,3,"1"
"UK_pr1_30_5_b",3,0,68,"6",80,"7",3,2,2,3,3,2,2,4,4,2,3,1,3,3,2,3,3,2,3,4,3,2,3,2,"1"
"UK_pr1_31_3_g",3,1,42,"4",NA,NA,3,4,2,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_32_4_b",3,0,50,"4",63,"5",3,2,2,3,2,2,1,3,1,2,2,1,4,4,2,4,4,2,1,3,2,2,3,3,"1"
"UK_pr1_33_5_b",3,0,62,"5",73,"6",4,NA,3,2,3,3,3,4,3,3,3,3,3,NA,NA,3,4,3,1,3,3,3,3,3,"1"
"UK_pr1_34_5_g",3,1,64,"5",NA,NA,3,2,1,3,3,1,4,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_35_4_b",3,0,48,"4",63,"5",3,3,2,3,2,2,1,4,3,2,1,2,2,1,3,1,2,2,1,4,3,NA,3,NA,"1"
"UK_pr1_36_5_g",3,1,71,"6",84,"7",4,1,NA,1,1,4,2,3,2,2,4,1,4,3,1,4,4,4,3,3,3,3,4,3,"1"
"UK_pr1_37_6_g",3,1,72,"6",87,"7",4,4,4,4,3,4,1,4,1,4,3,4,4,3,4,3,3,4,3,4,2,3,4,4,"1"
"UK_pr1_38_4_g",3,1,53,"4",67,"6",4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,"1"
"UK_pr1_39_4_g",3,1,52,"4",69,"6",4,3,2,3,3,2,2,3,2,1,2,2,4,4,4,4,4,4,4,4,4,4,3,4,"1"
"UK_pr1_40_4_b",3,0,56,"5",69,"6",3,2,2,3,2,1,2,4,1,3,3,NA,2,3,2,3,3,1,2,2,3,2,3,3,"1"
"UK_pr1_41_4_g",3,1,55,"5",70,"6",4,2,1,4,1,2,2,4,4,4,4,2,2,2,4,4,2,2,2,4,4,4,2,2,"1"
"UK_pr1_42_3_g",3,1,42,"4",55,"5",2,3,2,3,3,2,3,2,4,NA,4,3,3,2,2,2,3,2,1,2,1,2,3,1,"1"
"UK_pr1_43_4_g",3,1,53,"4",NA,NA,3,3,1,4,1,2,NA,NA,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_44_4_b",3,0,56,"5",69,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,NA,1,1,1,1,3,1,"1"
"UK_pr1_45_3_b",3,0,43,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_46_5_b",3,0,60,"5",73,"6",4,2,2,3,3,3,1,2,1,NA,NA,NA,3,3,2,4,3,2,1,3,2,3,3,2,"1"
"UK_pr1_47_5_g",3,1,66,"6",NA,NA,4,3,4,4,1,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_48_5_g",3,1,61,"5",75,"6",4,4,4,4,4,3,3,4,4,3,2,3,4,4,3,4,2,2,1,4,2,4,1,3,"1"
"UK_pr1_49_6_g",3,1,74,"6",87,"7",4,3,4,3,4,4,3,4,4,3,4,4,2,3,3,4,2,2,1,NA,NA,3,2,2,"1"
"UK_pr1_50_6_g",3,1,82,"6",NA,NA,4,3,2,4,2,2,4,4,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_51_5_g",3,1,66,"6",80,"7",4,3,2,4,4,2,4,3,4,2,3,3,4,4,3,4,3,3,2,3,2,3,4,3,"1"
"UK_pr1_52_6_b",3,0,73,"6",87,"7",4,NA,3,3,4,2,2,2,2,NA,2,NA,2,1,4,2,4,2,2,3,4,2,3,NA,"1"
"UK_pr1_53_3_b",3,0,42,"4",55,"5",4,2,NA,3,1,NA,2,2,3,NA,2,NA,2,3,2,4,4,1,4,2,4,2,3,2,"1"
"UK_pr1_54_3_g",3,1,43,"4",NA,NA,2,3,4,3,4,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_55_6_g",3,1,79,"6",91,"7",4,3,2,4,3,3,2,2,3,3,4,2,4,3,4,4,3,3,3,3,4,4,4,3,"1"
"UK_pr1_56_4_g",3,1,58,"5",72,"6",3,1,4,2,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,2,1,1,2,1,"1"
"UK_pr1_57_4_g",3,1,51,"4",63,"5",4,4,4,4,2,1,3,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,"1"
"UK_pr1_58_5_b",3,0,69,"6",NA,NA,4,3,2,3,3,1,3,3,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"UK_pr1_59_3_b",3,0,45,"4",59,"5",4,3,3,3,4,1,2,4,3,3,4,3,3,3,4,3,3,3,2,4,3,3,4,3,"1"
"UK_pr1_60_3_b",3,0,47,"4",64,"5",2,4,3,4,3,3,1,3,3,3,1,3,1,2,3,2,2,3,1,1,2,1,3,1,"1"
"UK_pr1_61_4_g",3,1,57,"5",69,"6",NA,NA,NA,2,4,2,4,4,4,3,4,NA,2,1,4,2,2,2,4,4,4,3,3,1,"1"
